"13455888"	21022.8687
"1184351"	10237.041
"1384888"	6889.9187
"13425865"	6069.9167
"14112583"	5417.8543
"15164193"	5183.2807
"13725487"	4677.789
"1516699"	4670.2455
"14881689"	3749.1199
"12074312"	3615.4056
"1441065"	3501.5355
"14503460"	3418.2747
"12067030"	2324.9352
"13432150"	2138.3682
"12038331"	2051.0332
"14565507"	2037.0517
"13433669"	1627.1697
"12048800"	1542.7042
"1184441"	1412.2804
"14523062"	1409.2692
"12077147"	1392.1799
"13802598"	1250.4276
"12131440"	1204.7725
"11943115"	1181.3973
"13846451"	1120.0875
"13429704"	1118.2211
"13443575"	1096.2557
"11942606"	1057.1982
"11875526"	921.8577
"13442459"	846.627
"14530506"	844.0406
"15173595"	739.0959
"13470789"	713.734
"12040397"	693.6147
"13849245"	684.5057
"14181325"	635.5203
"12161561"	527.2423
"13466359"	456.6456
"15167946"	441.0911
"14212902"	412.059
"13849227"	333.5875
"11973201"	328.8658
"13442976"	328.8575
"1384905"	310.1132
"14503688"	266.6934
"11954329"	263.3215
"14112840"	255.0064
"13805843"	250.507
"12075436"	246.4958
"12041000"	246.2255
"15175141"	244.4137
"13444651"	242.5015
"1376660"	232.1527
"13426516"	217.016
"11876009"	197.6876
"11970507"	189.5995
"15167815"	189.4269
"12075118"	163.1813
"12077338"	159.8591
"14216199"	145.0128
"12049990"	123.9953
"11876040"	121.8298
"13433698"	113.2633
"12074235"	111.2639
"11970543"	108.2696
"11942688"	107.4237
"14181376"	106.3108
"13444786"	93.4932
"13432161"	89.8758
"13805892"	87.5423
"14503725"	86.8579
"12071952"	79.2798
"14523661"	75.3247
"15169680"	73.7721
"12050400"	73.2164
"11943263"	68.6821
"13466408"	65.0751
"13466380"	56.8833
"13429885"	51.0302
"14881736"	46.1149
"15167961"	44.5152
"14503892"	44.1394
"14881883"	42.8815
"15166992"	42.2188
"13767361"	38.7851
"14881814"	36.659
"12050380"	33.1104
"11954403"	31.9868
"13426594"	29.0271
"13470808"	27.2811
"13442736"	16.7522
"1517366"	16.3073
"13848973"	14.2589
"11844687"	12.6605
"12161643"	10.3883
"12074255"	9.707
"11943134"	9.3909
"11954473"	6.4941
"11942708"	4.2272
"12074238"	3.956
